Park,Park_Code,Site_Name,Station_Name,Event_Date,Marker_Horizon,Observation_Number,Depth_mm,Data_Processing_Level,Observation_Type,Core_Condition,Core_Type,Core_Notes
Fire Island National Seashore,FIIS,Watch Hill,WH3,4/27/2017,B,4,66,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Watch Hill,WH3,4/27/2017,A,4,86,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Watch Hill,WH3,10/17/2017,A,1,84,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Watch Hill,WH3,10/17/2017,C,1,90,Raw,Standard observation,Unknown,Cryogenic,Partial layer
Fire Island National Seashore,FIIS,Watch Hill,WH3,10/17/2017,B,1,65,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Watch Hill,WH3,10/17/2017,B,2,66,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Watch Hill,WH3,10/17/2017,A,2,85,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Watch Hill,WH3,10/17/2017,C,2,98,Raw,Standard observation,Unknown,Cryogenic,Partial layer
Fire Island National Seashore,FIIS,Watch Hill,WH3,10/17/2017,A,3,81,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Watch Hill,WH3,10/17/2017,B,3,67,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Watch Hill,WH3,4/24/2018,A,1,62,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Watch Hill,WH3,4/24/2018,B,1,68,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Watch Hill,WH3,4/24/2018,C,1,71,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Watch Hill,WH3,4/24/2018,C,2,60,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Watch Hill,WH3,4/24/2018,B,2,81,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Watch Hill,WH3,4/24/2018,A,2,63,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Watch Hill,WH3,4/24/2018,B,3,70,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Watch Hill,WH3,4/24/2018,C,3,61,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Watch Hill,WH3,4/24/2018,B,4,69,Raw,Standard observation,Unknown,Plug,
Fire Island National Seashore,FIIS,Watch Hill,WH3,10/4/2018,A,1,80,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Watch Hill,WH3,10/4/2018,C,1,91,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Watch Hill,WH3,10/4/2018,C,2,89,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Watch Hill,WH3,10/4/2018,A,2,89,Raw,Standard observation,Unknown,Cryogenic,
Fire Island National Seashore,FIIS,Watch Hill,WH3,10/4/2018,A,3,77,Raw,Standard observation,Unknown,Cryogenic,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,11/19/2002,C,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,11/19/2002,A,1,0,Provisional,Standard observation,Unknown,Unknown,Sand - on surface
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,11/19/2002,B,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,11/19/2002,B,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,11/19/2002,A,2,0,Provisional,Standard observation,Unknown,Unknown,Sand - on surface
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,11/19/2002,C,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,11/19/2002,C,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,11/19/2002,A,3,0,Provisional,Standard observation,Unknown,Unknown,Sand - on surface
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,11/19/2002,B,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,5/22/2003,B,1,3,Provisional,Standard observation,Unknown,Unknown,Sand
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,12/30/2003,C,1,5,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,12/30/2003,B,1,7,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,12/30/2003,A,1,2,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,12/30/2003,A,2,1,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,12/30/2003,B,2,8,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,12/30/2003,C,2,6,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,12/30/2003,C,3,6,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,12/30/2003,B,3,6,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,12/30/2003,A,3,3,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,12/30/2003,A,4,1,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,12/30/2003,B,4,6,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,12/30/2003,C,4,5,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,5/19/2004,A,1,4,Provisional,Standard observation,Unknown,Plug,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,5/19/2004,C,1,10,Provisional,Standard observation,Unknown,Plug,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,5/19/2004,B,1,4,Provisional,Standard observation,Unknown,Plug,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,5/19/2004,B,2,1,Provisional,Standard observation,Unknown,Plug,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,5/19/2004,C,2,10,Provisional,Standard observation,Unknown,Plug,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,5/19/2004,A,2,4,Provisional,Standard observation,Unknown,Plug,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,5/19/2004,A,3,9,Provisional,Standard observation,Unknown,Plug,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,5/19/2004,C,3,12,Provisional,Standard observation,Unknown,Plug,
Gateway National Recreation Area,GATE,Big Egg Control,BEC1,5/19/2004,B,3,2,Provisional,Standard observation,Unknown,Plug,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,11/19/2002,C,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,11/19/2002,B,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,11/19/2002,A,1,0,Provisional,Standard observation,Unknown,Unknown,Sand - on surface
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,11/19/2002,A,2,0,Provisional,Standard observation,Unknown,Unknown,Sand - on surface
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,11/19/2002,B,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,11/19/2002,C,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,11/19/2002,C,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,11/19/2002,B,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,11/19/2002,A,3,0,Provisional,Standard observation,Unknown,Unknown,Sand - on surface
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,5/22/2003,A,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,5/22/2003,C,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,5/22/2003,B,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,5/22/2003,B,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,5/22/2003,C,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,5/22/2003,A,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,5/22/2003,A,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,5/22/2003,C,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,5/22/2003,B,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,12/30/2003,C,1,8,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,12/30/2003,B,1,5,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,12/30/2003,A,1,9,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,12/30/2003,A,2,7,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,12/30/2003,B,2,3,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,12/30/2003,C,2,8,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,12/30/2003,C,3,9,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,12/30/2003,B,3,6,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,12/30/2003,A,3,7,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,12/30/2003,A,4,10,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,12/30/2003,B,4,4,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,12/30/2003,C,4,9,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC2,5/19/2004,A,1,2,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,11/19/2002,C,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,11/19/2002,B,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,11/19/2002,A,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,11/19/2002,A,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,11/19/2002,B,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,11/19/2002,C,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,11/19/2002,C,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,11/19/2002,B,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,11/19/2002,A,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,5/22/2003,C,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,5/22/2003,B,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,5/22/2003,A,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,5/22/2003,A,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,5/22/2003,B,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,5/22/2003,C,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,5/22/2003,C,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,5/22/2003,B,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,5/22/2003,A,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,12/30/2003,A,1,1,Provisional,Standard observation,Unknown,Cryogenic,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,12/30/2003,C,1,2,Provisional,Standard observation,Unknown,Cryogenic,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,12/30/2003,B,1,3,Provisional,Standard observation,Unknown,Cryogenic,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,12/30/2003,B,2,2,Provisional,Standard observation,Unknown,Cryogenic,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,12/30/2003,C,2,2,Provisional,Standard observation,Unknown,Cryogenic,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,12/30/2003,A,2,1,Provisional,Standard observation,Unknown,Cryogenic,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,12/30/2003,A,3,1,Provisional,Standard observation,Unknown,Cryogenic,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,12/30/2003,C,3,0,Provisional,Standard observation,Unknown,Cryogenic,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,12/30/2003,B,3,2,Provisional,Standard observation,Unknown,Cryogenic,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,12/30/2003,B,4,1,Provisional,Standard observation,Unknown,Cryogenic,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,12/30/2003,C,4,2,Provisional,Standard observation,Unknown,Cryogenic,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,12/30/2003,A,4,0,Provisional,Standard observation,Unknown,Cryogenic,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,2/19/2004,B,1,4,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,2/19/2004,A,1,2,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,2/19/2004,A,2,5,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,2/19/2004,B,2,3,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,2/19/2004,B,3,3,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,2/19/2004,A,3,10,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Control,BEC3,2/19/2004,A,4,10,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/18/2002,C,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/18/2002,A,1,0,Provisional,Standard observation,Unknown,Unknown,on surface - Sand
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/18/2002,B,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/18/2002,B,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/18/2002,A,2,0,Provisional,Standard observation,Unknown,Unknown,on surface - Sand
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/18/2002,C,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/18/2002,C,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/18/2002,A,3,0,Provisional,Standard observation,Unknown,Unknown,on surface - Sand
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/18/2002,B,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/22/2003,C,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/22/2003,A,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/22/2003,B,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/22/2003,B,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/22/2003,A,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/22/2003,C,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/22/2003,C,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/22/2003,A,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/22/2003,B,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,12/30/2003,C,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,12/30/2003,A,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,12/30/2003,B,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,12/30/2003,B,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,12/30/2003,A,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,12/30/2003,C,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,12/30/2003,C,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,12/30/2003,A,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,12/30/2003,B,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,12/30/2003,B,4,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,12/30/2003,A,4,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,12/30/2003,C,4,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,2/19/2004,B,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,2/19/2004,A,1,0,Provisional,Standard observation,Unknown,Unknown,feldspar visible on surface
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,2/19/2004,C,1,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,2/19/2004,C,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,2/19/2004,A,2,0,Provisional,Standard observation,Unknown,Unknown,feldspar visible on surface
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,2/19/2004,B,2,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,2/19/2004,B,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,2/19/2004,A,3,0,Provisional,Standard observation,Unknown,Unknown,feldspar visible on surface
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,2/19/2004,C,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/19/2004,C,1,2,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/19/2004,A,1,12,Provisional,Standard observation,Unknown,Unknown,Feldspar Visible
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/19/2004,B,1,2,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/19/2004,B,2,3,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/19/2004,A,2,7,Provisional,Standard observation,Unknown,Unknown,Feldspar Visible
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/19/2004,C,2,2,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/19/2004,C,3,3,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/19/2004,A,3,10,Provisional,Standard observation,Unknown,Unknown,Feldspar Visible
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/19/2004,B,3,2,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/25/2004,B,1,10,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/25/2004,A,1,10,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/25/2004,C,1,4,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/25/2004,C,2,1,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/25/2004,A,2,10,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/25/2004,B,2,10,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/25/2004,B,3,0,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/25/2004,A,3,12,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/25/2004,C,3,2,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/25/2004,C,4,2,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/8/2004,B,1,5,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/8/2004,C,1,1,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/8/2004,A,1,3,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/8/2004,A,2,4,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/8/2004,C,2,1,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/8/2004,B,2,10,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/8/2004,B,3,12,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/8/2004,C,3,1,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/8/2004,A,3,2,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,4/15/2005,C,1,3,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,4/15/2005,C,2,2,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,4/15/2005,C,3,5,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,4/15/2005,C,4,6,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/30/2005,C,1,5,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/30/2005,C,2,10,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/30/2005,C,3,10,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/30/2005,C,4,5,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,6/21/2006,C,1,7,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,6/21/2006,A,1,21,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,6/21/2006,A,2,24,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,6/21/2006,C,2,12,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,6/21/2006,C,3,9,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,6/21/2006,A,3,20,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/8/2007,C,1,17,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/8/2007,C,2,15,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/8/2007,C,3,19,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/8/2007,C,4,9,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/22/2007,C,1,14,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/22/2007,C,2,11,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/22/2007,C,3,18,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,8/22/2007,C,4,18,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/14/2007,C,1,22,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,11/14/2007,C,2,25,Provisional,Standard observation,Unknown,Unknown,
Gateway National Recreation Area,GATE,Big Egg Spray,BES1,5/7/2008,C,1,25,Provisional,Standard observation,Unknown,Unknown,
